event_id,facility_id,floor,zone,event_type,severity,source,description,timestamp
315,1,3,Office G,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0005 denied entry at Office G (door DOOR-F3-OfficeG),2025-12-15 09:48:00
316,1,2,Office E,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0065 denied entry at Office E (door DOOR-F2-OfficeE),2025-12-15 09:49:00
317,1,3,Storage,CCTV_MOTION_DETECTED,MEDIUM,CCTV,Camera CAM-F3-Storage detected motion detected (confidence 0.81),2025-12-15 10:04:00
318,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0020 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-15 11:25:00
319,1,1,Storage,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F1-Storage detected loitering (confidence 0.74),2025-12-15 11:33:00
320,1,1,Meeting Room 1,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0022 denied entry at Meeting Room 1 (door DOOR-F1-MeetingRoom1),2025-12-15 11:38:00
321,1,3,Office G,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0026 denied entry at Office G (door DOOR-F3-OfficeG),2025-12-15 12:11:00
322,1,1,Cafeteria,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F1-Cafeteria detected loitering (confidence 0.79),2025-12-15 14:31:00
323,1,3,Storage,CCTV_MOTION_DETECTED,MEDIUM,CCTV,Camera CAM-F3-Storage detected motion detected (confidence 0.85),2025-12-15 15:14:00
324,1,3,Meeting Room 3,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0033 denied entry at Meeting Room 3 (door DOOR-F3-MeetingRoom3),2025-12-15 15:21:00
325,1,2,Meeting Room 2,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F2-MeetingRoom2 detected loitering (confidence 0.91),2025-12-15 19:27:00
326,1,1,Lobby,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F1-Lobby detected loitering (confidence 0.95),2025-12-16 01:12:00
327,1,1,Office B,CCTV_OBJECT_LEFT_UNATTENDED,MEDIUM,CCTV,Camera CAM-F1-OfficeB detected object left unattended (confidence 0.65),2025-12-16 07:18:00
328,1,2,Meeting Room 2,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F2-MeetingRoom2 detected loitering (confidence 0.56),2025-12-16 07:45:00
329,1,1,Meeting Room 1,CCTV_TAILGATING,HIGH,CCTV,Camera CAM-F1-MeetingRoom1 detected tailgating (confidence 0.73),2025-12-16 07:53:00
330,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0088 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-16 07:54:00
331,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0062 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-16 08:18:00
332,1,2,Storage,CCTV_MOTION_DETECTED,MEDIUM,CCTV,Camera CAM-F2-Storage detected motion detected (confidence 0.96),2025-12-16 08:20:00
333,1,3,Office H,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0001 denied entry at Office H (door DOOR-F3-OfficeH),2025-12-16 11:07:00
334,1,1,Office D,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0066 denied entry at Office D (door DOOR-F1-OfficeD),2025-12-16 11:20:00
335,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0016 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-16 11:24:00
336,1,1,Office B,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0025 denied entry at Office B (door DOOR-F1-OfficeB),2025-12-16 11:28:00
337,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0044 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-16 11:29:00
338,1,2,Office F,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0030 denied entry at Office F (door DOOR-F2-OfficeF),2025-12-16 11:55:00
339,1,1,Office B,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0005 denied entry at Office B (door DOOR-F1-OfficeB),2025-12-16 12:04:00
340,1,1,Office C,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0049 denied entry at Office C (door DOOR-F1-OfficeC),2025-12-16 12:28:00
341,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0022 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-16 12:36:00
342,1,3,Office I,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0013 denied entry at Office I (door DOOR-F3-OfficeI),2025-12-16 12:50:00
343,1,3,Storage,CCTV_OBJECT_LEFT_UNATTENDED,MEDIUM,CCTV,Camera CAM-F3-Storage detected object left unattended (confidence 0.74),2025-12-16 12:54:00
344,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0032 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-16 13:34:00
345,1,3,Storage,UNAUTHORIZED_ACCESS_RESTRICTED_AREA,HIGH,ACCESS_CONTROL,Badge BADGE-0090 denied entry at Storage (door DOOR-F3-Storage),2025-12-16 13:49:00
346,1,3,Storage,CCTV_MOTION_DETECTED,MEDIUM,CCTV,Camera CAM-F3-Storage detected motion detected (confidence 0.94),2025-12-16 15:08:00
347,1,2,Common Area,CCTV_CAMERA_OFFLINE,MEDIUM,CCTV,Camera CAM-F2-CommonArea detected camera offline (confidence 0.97),2025-12-16 15:54:00
348,1,3,Office G,CCTV_OBJECT_LEFT_UNATTENDED,MEDIUM,CCTV,Camera CAM-F3-OfficeG detected object left unattended (confidence 0.85),2025-12-16 16:51:00
349,1,1,Office B,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F1-OfficeB detected loitering (confidence 0.7),2025-12-16 17:09:00
350,1,1,Cafeteria,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F1-Cafeteria detected loitering (confidence 0.88),2025-12-16 17:57:00
351,1,3,Office G,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0023 denied entry at Office G (door DOOR-F3-OfficeG),2025-12-16 18:08:00
352,1,1,Storage,CCTV_LOITERING,HIGH,CCTV,Camera CAM-F1-Storage detected loitering (confidence 0.87),2025-12-16 20:55:00
353,1,1,Conference Room,CCTV_LOITERING,HIGH,CCTV,Camera CAM-F1-ConferenceRoom detected loitering (confidence 0.64),2025-12-16 22:38:00
354,1,1,Cafeteria,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0003 denied entry at Cafeteria (door DOOR-F1-Cafeteria),2025-12-17 07:49:00
355,1,2,Common Area,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0072 denied entry at Common Area (door DOOR-F2-CommonArea),2025-12-17 08:29:00
356,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0038 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-17 08:33:00
357,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0021 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-17 08:51:00
358,1,2,Common Area,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0012 denied entry at Common Area (door DOOR-F2-CommonArea),2025-12-17 08:56:00
359,1,3,Office H,CCTV_CAMERA_OFFLINE,MEDIUM,CCTV,Camera CAM-F3-OfficeH detected camera offline (confidence 0.88),2025-12-17 09:12:00
360,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0018 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-17 09:25:00
361,1,1,Office D,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0048 denied entry at Office D (door DOOR-F1-OfficeD),2025-12-17 10:52:00
362,1,3,Office G,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0073 denied entry at Office G (door DOOR-F3-OfficeG),2025-12-17 11:48:00
363,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0015 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-17 11:59:00
364,1,1,Lobby,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0051 denied entry at Lobby (door DOOR-F1-Lobby),2025-12-17 12:17:00
365,1,1,Office B,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0074 denied entry at Office B (door DOOR-F1-OfficeB),2025-12-17 13:10:00
366,1,3,Office G,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0007 denied entry at Office G (door DOOR-F3-OfficeG),2025-12-17 13:42:00
367,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0049 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-17 14:10:00
368,1,3,Office G,CCTV_OBJECT_LEFT_UNATTENDED,MEDIUM,CCTV,Camera CAM-F3-OfficeG detected object left unattended (confidence 0.78),2025-12-17 15:40:00
369,1,3,Common Area,CCTV_OBJECT_LEFT_UNATTENDED,MEDIUM,CCTV,Camera CAM-F3-CommonArea detected object left unattended (confidence 0.9),2025-12-18 09:27:00
370,1,1,Meeting Room 1,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0049 denied entry at Meeting Room 1 (door DOOR-F1-MeetingRoom1),2025-12-18 09:30:00
371,1,2,Mobile Zone,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0037 denied entry at Mobile Zone (door DOOR-F2-MobileZone),2025-12-18 09:48:00
372,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0012 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-18 10:10:00
373,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0020 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-18 10:12:00
374,1,1,Meeting Room 1,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0074 denied entry at Meeting Room 1 (door DOOR-F1-MeetingRoom1),2025-12-18 10:20:00
375,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0088 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-18 10:25:00
376,1,3,Break Area,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0071 denied entry at Break Area (door DOOR-F3-BreakArea),2025-12-18 11:01:00
377,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0082 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-18 11:40:00
378,1,3,Meeting Room 3,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F3-MeetingRoom3 detected loitering (confidence 0.67),2025-12-18 12:18:00
379,1,1,Office C,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0067 denied entry at Office C (door DOOR-F1-OfficeC),2025-12-18 12:35:00
380,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0090 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-18 12:39:00
381,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0054 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-18 13:35:00
382,1,1,Office A,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0042 denied entry at Office A (door DOOR-F1-OfficeA),2025-12-18 14:16:00
383,1,1,Meeting Room 1,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0048 denied entry at Meeting Room 1 (door DOOR-F1-MeetingRoom1),2025-12-18 14:37:00
384,1,1,Office C,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0038 denied entry at Office C (door DOOR-F1-OfficeC),2025-12-18 14:38:00
385,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0080 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-18 14:54:00
386,1,2,Common Area,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F2-CommonArea detected loitering (confidence 0.75),2025-12-18 16:24:00
387,1,1,Conference Room,UNAUTHORIZED_ACCESS_RESTRICTED_AREA,HIGH,ACCESS_CONTROL,Badge BADGE-0038 denied entry at Conference Room (door DOOR-F1-ConferenceRoom),2025-12-18 17:30:00
388,1,3,Office H,CCTV_TAILGATING,HIGH,CCTV,Camera CAM-F3-OfficeH detected tailgating (confidence 0.73),2025-12-18 17:35:00
389,1,1,Office A,CCTV_CAMERA_OFFLINE,MEDIUM,CCTV,Camera CAM-F1-OfficeA detected camera offline (confidence 0.73),2025-12-18 19:10:00
390,1,1,Office A,CCTV_TAILGATING,HIGH,CCTV,Camera CAM-F1-OfficeA detected tailgating (confidence 0.88),2025-12-18 21:13:00
391,1,1,Conference Room,CCTV_TAILGATING,CRITICAL,CCTV,Camera CAM-F1-ConferenceRoom detected tailgating (confidence 0.97),2025-12-18 22:32:00
392,1,2,Office E,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0013 denied entry at Office E (door DOOR-F2-OfficeE),2025-12-19 07:37:00
393,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0048 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-19 09:19:00
394,1,3,Meeting Room 3,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0072 denied entry at Meeting Room 3 (door DOOR-F3-MeetingRoom3),2025-12-19 10:08:00
395,1,1,Conference Room,CCTV_MOTION_DETECTED,MEDIUM,CCTV,Camera CAM-F1-ConferenceRoom detected motion detected (confidence 0.83),2025-12-19 10:18:00
396,1,2,Meeting Room 2,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0040 denied entry at Meeting Room 2 (door DOOR-F2-MeetingRoom2),2025-12-19 10:25:00
397,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0020 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-19 10:44:00
398,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0018 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-19 10:46:00
399,1,1,Lobby,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F1-Lobby detected loitering (confidence 0.97),2025-12-19 10:46:00
400,1,3,Project Room,MULTIPLE_FAILED_ACCESS_ATTEMPTS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0072 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-19 11:32:00
401,1,2,Mobile Zone,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0058 denied entry at Mobile Zone (door DOOR-F2-MobileZone),2025-12-19 11:38:00
402,1,1,Office A,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F1-OfficeA detected loitering (confidence 0.57),2025-12-19 11:41:00
403,1,1,Lobby,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0027 denied entry at Lobby (door DOOR-F1-Lobby),2025-12-19 11:46:00
404,1,2,Mobile Zone,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F2-MobileZone detected loitering (confidence 0.71),2025-12-19 11:58:00
405,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0088 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-19 12:36:00
406,1,1,Storage,UNAUTHORIZED_ACCESS_RESTRICTED_AREA,HIGH,ACCESS_CONTROL,Badge BADGE-0058 denied entry at Storage (door DOOR-F1-Storage),2025-12-19 13:59:00
407,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0066 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-19 15:53:00
408,1,1,Office D,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F1-OfficeD detected loitering (confidence 0.88),2025-12-19 17:23:00
409,1,2,Office F,CCTV_OBJECT_LEFT_UNATTENDED,MEDIUM,CCTV,Camera CAM-F2-OfficeF detected object left unattended (confidence 0.67),2025-12-19 17:53:00
410,1,3,Common Area,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F3-CommonArea detected loitering (confidence 0.87),2025-12-19 22:25:00
411,1,1,Storage,CCTV_LOITERING,HIGH,CCTV,Camera CAM-F1-Storage detected loitering (confidence 0.91),2025-12-19 22:26:00
412,1,3,Meeting Room 3,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F3-MeetingRoom3 detected loitering (confidence 0.66),2025-12-20 02:48:00
413,1,3,Break Area,CCTV_TAILGATING,HIGH,CCTV,Camera CAM-F3-BreakArea detected tailgating (confidence 0.74),2025-12-20 03:58:00
414,1,2,Office F,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F2-OfficeF detected loitering (confidence 0.7),2025-12-20 07:57:00
415,1,3,Office H,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0023 denied entry at Office H (door DOOR-F3-OfficeH),2025-12-20 10:06:00
416,1,1,Conference Room,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0046 accessed Conference Room outside working hours,2025-12-20 12:17:00
417,1,3,Office H,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F3-OfficeH detected loitering (confidence 0.65),2025-12-20 12:38:00
418,1,1,Conference Room,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0084 accessed Conference Room outside working hours,2025-12-20 12:56:00
419,1,1,Conference Room,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0070 accessed Conference Room outside working hours,2025-12-20 13:06:00
420,1,1,Storage,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0027 accessed Storage outside working hours,2025-12-20 13:10:00
421,1,2,Storage,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0069 accessed Storage outside working hours,2025-12-20 13:31:00
422,1,1,Conference Room,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0035 accessed Conference Room outside working hours,2025-12-20 13:36:00
423,1,2,Storage,CCTV_MOTION_DETECTED,MEDIUM,CCTV,Camera CAM-F2-Storage detected motion detected (confidence 0.55),2025-12-20 14:29:00
424,1,1,Office B,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0034 denied entry at Office B (door DOOR-F1-OfficeB),2025-12-20 15:26:00
425,1,1,Storage,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0057 accessed Storage outside working hours,2025-12-20 16:09:00
426,1,3,Storage,CCTV_CAMERA_OFFLINE,MEDIUM,CCTV,Camera CAM-F3-Storage detected camera offline (confidence 0.94),2025-12-20 20:01:00
427,1,2,Common Area,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F2-CommonArea detected loitering (confidence 0.58),2025-12-20 20:46:00
428,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0084 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-21 09:10:00
429,1,1,Storage,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0028 accessed Storage outside working hours,2025-12-21 10:21:00
430,1,2,Common Area,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0058 denied entry at Common Area (door DOOR-F2-CommonArea),2025-12-21 12:10:00
431,1,2,Storage,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0017 accessed Storage outside working hours,2025-12-21 12:24:00
432,1,2,Storage,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0001 accessed Storage outside working hours,2025-12-21 12:59:00
433,1,2,Office E,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0058 denied entry at Office E (door DOOR-F2-OfficeE),2025-12-21 14:39:00
434,1,1,Storage,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0005 accessed Storage outside working hours,2025-12-21 15:09:00
435,1,3,Office G,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0068 denied entry at Office G (door DOOR-F3-OfficeG),2025-12-21 15:32:00
436,1,1,Conference Room,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0069 accessed Conference Room outside working hours,2025-12-21 16:00:00
437,1,2,Storage,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0002 accessed Storage outside working hours,2025-12-21 16:01:00
438,1,3,Storage,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0024 accessed Storage outside working hours,2025-12-21 17:04:00
439,1,1,Conference Room,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0042 accessed Conference Room outside working hours,2025-12-21 17:41:00
440,1,2,Storage,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0067 accessed Storage outside working hours,2025-12-21 18:51:00
441,1,2,Storage,AFTER_HOURS_RESTRICTED_ACCESS,MEDIUM,ACCESS_CONTROL,Badge BADGE-0058 accessed Storage outside working hours,2025-12-21 20:02:00
442,1,3,Storage,CCTV_MOTION_DETECTED,MEDIUM,CCTV,Camera CAM-F3-Storage detected motion detected (confidence 0.66),2025-12-21 20:32:00
443,1,2,Storage,CCTV_LOITERING,HIGH,CCTV,Camera CAM-F2-Storage detected loitering (confidence 0.7),2025-12-22 00:32:00
444,1,1,Meeting Room 1,CCTV_TAILGATING,HIGH,CCTV,Camera CAM-F1-MeetingRoom1 detected tailgating (confidence 0.73),2025-12-22 04:55:00
445,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0090 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-22 06:16:00
446,1,2,Mobile Zone,CCTV_CAMERA_OFFLINE,MEDIUM,CCTV,Camera CAM-F2-MobileZone detected camera offline (confidence 0.67),2025-12-22 07:56:00
447,1,3,Storage,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F3-Storage detected loitering (confidence 0.74),2025-12-22 08:10:00
448,1,1,Office D,CCTV_OBJECT_LEFT_UNATTENDED,MEDIUM,CCTV,Camera CAM-F1-OfficeD detected object left unattended (confidence 0.59),2025-12-22 08:27:00
449,1,2,Mobile Zone,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F2-MobileZone detected loitering (confidence 0.64),2025-12-22 08:42:00
450,1,2,Mobile Zone,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0010 denied entry at Mobile Zone (door DOOR-F2-MobileZone),2025-12-22 08:53:00
451,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0048 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-22 09:16:00
452,1,3,Office H,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0003 denied entry at Office H (door DOOR-F3-OfficeH),2025-12-22 10:33:00
453,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0062 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-22 10:34:00
454,1,2,Office E,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0019 denied entry at Office E (door DOOR-F2-OfficeE),2025-12-22 10:39:00
455,1,1,Office C,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0046 denied entry at Office C (door DOOR-F1-OfficeC),2025-12-22 10:52:00
456,1,3,Common Area,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0045 denied entry at Common Area (door DOOR-F3-CommonArea),2025-12-22 11:17:00
457,1,2,Office E,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0066 denied entry at Office E (door DOOR-F2-OfficeE),2025-12-22 11:20:00
458,1,3,Office I,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0054 denied entry at Office I (door DOOR-F3-OfficeI),2025-12-22 11:24:00
459,1,1,Office B,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F1-OfficeB detected loitering (confidence 0.87),2025-12-22 14:35:00
460,1,1,Cafeteria,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0043 denied entry at Cafeteria (door DOOR-F1-Cafeteria),2025-12-22 14:54:00
461,1,1,Cafeteria,CCTV_LOITERING,MEDIUM,CCTV,Camera CAM-F1-Cafeteria detected loitering (confidence 0.59),2025-12-22 18:04:00
462,1,3,Office I,CCTV_OBJECT_LEFT_UNATTENDED,MEDIUM,CCTV,Camera CAM-F3-OfficeI detected object left unattended (confidence 0.75),2025-12-22 18:31:00
463,1,3,Meeting Room 3,CCTV_OBJECT_LEFT_UNATTENDED,MEDIUM,CCTV,Camera CAM-F3-MeetingRoom3 detected object left unattended (confidence 0.69),2025-12-22 18:48:00
464,1,1,Storage,CCTV_MOTION_DETECTED,MEDIUM,CCTV,Camera CAM-F1-Storage detected motion detected (confidence 0.88),2025-12-22 19:28:00
465,1,1,Office C,CCTV_CAMERA_OFFLINE,MEDIUM,CCTV,Camera CAM-F1-OfficeC detected camera offline (confidence 0.57),2025-12-22 20:02:00
466,1,1,Storage,CCTV_TAILGATING,CRITICAL,CCTV,Camera CAM-F1-Storage detected tailgating (confidence 0.68),2025-12-22 20:28:00
467,1,1,Office D,CCTV_TAILGATING,HIGH,CCTV,Camera CAM-F1-OfficeD detected tailgating (confidence 0.9),2025-12-22 22:16:00
468,1,3,Office H,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0008 denied entry at Office H (door DOOR-F3-OfficeH),2025-12-23 08:50:00
469,1,3,Project Room,DOOR_ACCESS_DENIED,LOW,ACCESS_CONTROL,Badge BADGE-0081 denied entry at Project Room (door DOOR-F3-ProjectRoom),2025-12-23 09:13:00
470,1,3,Storage,CCTV_MOTION_DETECTED,MEDIUM,CCTV,Camera CAM-F3-Storage detected motion detected (confidence 0.94),2025-12-23 09:58:00
471,1,1,Storage,UNAUTHORIZED_ACCESS_RESTRICTED_AREA,HIGH,ACCESS_CONTROL,Badge BADGE-0087 denied entry at Storage (door DOOR-F1-Storage),2025-12-23 10:35:00
